state,district,name,state_rank,national_rank,college_readiness_score,tested_ap_ib,pass_ap_ib,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient,student_teacher_ratio,street_address,city,total_enrollment,total_economically_disadvantaged,receives_title_i_funding,ap_student_performance_participation_rate,ap_student_performance_participant_passing_rate,ap_student_performance_exam_per_test_taker,ap_student_performance_exam_pass_rate
Ohio,Willoughby-Eastlake City,Willoughby-Eastlake Tech Cente,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,8:1,25 PUBLIC SQ,"WILLOUGHBY, OH 44094",102,0%,No,,,,
Ohio,Wilmington City,Wilmington High School,,Unranked,6.9,10.0%,56.00%,3.9,87.00%,13.00%,3.6,88.00%,12.00%,19:1,300 RICHARDSON PLACE,"WILMINGTON, OH 45177",838,50.0%,Yes,10.0%,56.00%,1.5,56.00%
Ohio,Windham Exempted Village,Windham High School,,Unranked,N/A,,,3.2,70.0%,30.0%,3.2,84.00%,16.00%,15:1,9530 BAUER AVE,"WINDHAM, OH 44288",181,98.00%,Yes,,,,
Ohio,Winton Woods City,Winton Woods High School,,Unranked,7.6,13.00%,33.00%,3.4,77.00%,23.00%,3.3,80.0%,20.0%,16:1,1231 WEST KEMPER RD,"CINCINNATI, OH 45240","1,051",51.00%,Yes,13.00%,47.00%,2.3,33.00%
Ohio,Cincinnati City,Withrow International High School,,Unranked,6.1,12.00%,17.00%,2.9,67.00%,33.00%,2.8,68.00%,32.00%,16:1,2488 MADISON RD,"CINCINNATI, OH 45208",288,0%,Yes,12.00%,33.00%,2.4,17.00%
Ohio,Cincinnati City,Withrow University High School,,Unranked,4.5,18.00%,0%,3.2,70.0%,30.0%,3,76.00%,24.00%,24:1,2520 MADISON RD,"CINCINNATI, OH 45208",925,0%,Yes,18.00%,0%,1.4,0%
Ohio,Woodmore Local,Woodmore High School,,Unranked,19.3,27.00%,38.00%,4,92.00%,8.00%,3.8,93.00%,7.00%,14:1,633 FREMONT ST,"ELMORE, OH 43416",490,26.00%,No,27.00%,62.00%,2.2,38.00%
Ohio,Cincinnati City,Woodward Career Technical High School,,Unranked,N/A,,,2.7,55.00%,45.00%,2.7,59.00%,41.00%,18:1,7005 READING RD,"CINCINNATI, OH 45237",758,95.00%,Yes,,,,
Ohio,Toledo City,Woodward High School,,Unranked,N/A,,,2.7,52.00%,48.00%,2.5,52.00%,48.00%,15:1,701 EAST CENTRAL AVE,"TOLEDO, OH 43608",731,81.00%,Yes,,,,
Ohio,Wooster City,Wooster High School,,Unranked,22.1,28.00%,62.00%,4.1,87.00%,13.00%,3.6,88.00%,12.00%,13:1,515 OLDMAN RD,"WOOSTER, OH 44691","1,105",43.00%,Yes,28.00%,73.00%,2.6,62.00%
Ohio,Wynford Local,Wynford High School,,Unranked,N/A,,,3.8,88.00%,12.00%,3.6,90.0%,10.0%,18:1,3288 HOLMES CENTER RD,"BUCYRUS, OH 44820",317,55.00%,No,,,,
Ohio,Xenia Community City,Xenia High School,,Unranked,19.9,37.00%,29.00%,3.6,80.0%,20.0%,3.4,84.00%,16.00%,16:1,303 KINSEY RD,"XENIA, OH 45385","1,183",43.00%,Yes,37.00%,38.00%,2.4,29.00%
Ohio,Yellow Springs Exempted Village,Yellow Springs/Mckinney High School,,Unranked,42.8,64.00%,39.00%,4.1,89.00%,11.00%,4,94.00%,6.00%,14:1,420 EAST ENON RD,"YELLOW SPRINGS, OH 45387",309,21.00%,No,64.00%,55.00%,1.9,39.00%
Ohio,Youngstown City Schools,Youngstown Virtual Academy,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20 WEST WOOD ST,"YOUNGSTOWN, OH 44503",89,0%,No,,,,
Ohio,Zane Trace Local,Zane Trace High School,,Unranked,N/A,,,3.7,85.00%,15.00%,3.5,88.00%,12.00%,25:1,946 STATE ROUTE 180,"CHILLICOTHE, OH 45601",480,99.00%,No,,,,
Ohio,Zanesville Community School,Zanesville Community School,,Unranked,N/A,,,2.3,42.00%,58.00%,2.4,47.00%,53.00%,N/A,920 MOXAHALA AVE,"ZANESVILLE, OH 43701",148,98.00%,Yes,,,,
Ohio,Zanesville City,Zanesville High School,,Unranked,7.9,14.00%,30.0%,3.5,81.00%,19.00%,3.1,78.00%,22.00%,21:1,1701 BLUE AVE,"ZANESVILLE, OH 43701",904,73.00%,Yes,14.00%,40.0%,1.8,30.0%
Oklahoma,Oklahoma City Public Schools,Harding Charter Preparatory High School,#1,#89,78,100%,54.00%,3.7,98.00%,2.00%,3.4,91.00%,9.00%,15:1,3333 NORTH SHARTEL,"OKLAHOMA CITY, OK 73118",467,42.00%,Yes,100%,71.00%,4.9,54.00%
Oklahoma,Oklahoma City Public Schools,Dove Science Academy (Okc),#2,#357,53.8,68.00%,46.00%,3.2,90.0%,10.0%,3.1,89.00%,11.00%,17:1,919 NW 23RD ST,"OKLAHOMA CITY, OK 73106",473,81.00%,Yes,68.00%,72.00%,2.4,46.00%
Oklahoma,Edmond,Edmond North High School,#3,#437,49.4,64.00%,68.00%,3.1,78.00%,22.00%,3.3,90.0%,10.0%,21:1,215 WEST DANFORTH RD,"EDMOND, OK 73003","2,482",19.00%,No,64.00%,70.0%,4.3,68.00%
Oklahoma,Tulsa Public Schools,Booker T. Washington High School,#4,#471,48.1,71.00%,42.00%,3.2,85.00%,15.00%,3.4,95.00%,5.00%,19:1,1514 EAST ZION,"TULSA, OK 74106","1,302",51.00%,Yes,71.00%,57.00%,4,42.00%
Oklahoma,Oklahoma City Public Schools,Classen School of Advanced Studies,#5,#528,46.2,47.00%,72.00%,3.2,89.00%,11.00%,3.6,93.00%,7.00%,13:1,1901 NORTH ELLISON,"OKLAHOMA CITY, OK 73106",533,27.00%,No,47.00%,98.00%,6.6,72.00%
Oklahoma,Edmond,Memorial High School,#6,#847,38,48.00%,62.00%,3.1,77.00%,23.00%,3.3,89.00%,11.00%,20:1,1000 EAST 15,"EDMOND, OK 73013","2,077",25.00%,No,48.00%,71.00%,4,62.00%
Oklahoma,Norman,Norman High School,#7,#1022,34.5,48.00%,50.0%,3,76.00%,24.00%,3.2,85.00%,15.00%,17:1,911 WEST MAIN,"NORMAN, OK 73069","1,773",45.00%,No,48.00%,63.00%,3.3,50.0%
Oklahoma,Edmond,Santa Fe High School,#8,#1075,33.5,40.0%,64.00%,3.3,82.00%,18.00%,3.3,86.00%,14.00%,17:1,1901 WEST 15TH ST,"EDMOND, OK 73013","2,010",29.00%,No,40.0%,77.00%,3.9,64.00%
Oklahoma,Morrison,Morrison High School,#9,#1562,25,37.00%,48.00%,N/A,N/A,N/A,3.1,92.00%,8.00%,13:1,2ND ST AND C AVE,"MORRISON, OK 73061",147,54.00%,No,37.00%,56.00%,1.3,48.00%
Oklahoma,Oklahoma City Public Schools,Harding Fine Arts Academy,#10,#1753,21.8,29.00%,40.0%,2.9,74.00%,26.00%,3.2,85.00%,15.00%,15:1,PO 18895,"OKLAHOMA CITY, OK 73154",317,55.00%,Yes,29.00%,67.00%,2.2,40.0%
Oklahoma,Moore,Westmoore High School,#11,#1862,20.3,30.0%,47.00%,3.2,83.00%,17.00%,3.2,86.00%,14.00%,17:1,12613 SOUTH WESTERN,"OKLAHOMA CITY, OK 73170","2,032",38.00%,No,30.0%,58.00%,3.3,47.00%
Oklahoma,Lindsay,Lindsay High School,#12,#1891,19.9,29.00%,65.00%,3.2,72.00%,28.00%,3,78.00%,22.00%,13:1,302 SW 8TH,"LINDSAY, OK 73052",278,40.0%,No,29.00%,59.00%,1.5,65.00%
Oklahoma,Elk City,Elk City High School,#13,#1982,18.7,27.00%,47.00%,N/A,N/A,N/A,3.1,86.00%,14.00%,16:1,1221 NORTH PIONEER,"ELK CITY, OK 73644",400,37.00%,No,27.00%,59.00%,2.1,47.00%
Oklahoma,Stillwater,Stillwater High School,#14,#1990,18.6,22.00%,77.00%,3.1,72.00%,28.00%,3.1,81.00%,19.00%,16:1,1224 NORTH HUSBAND ST,"STILLWATER, OK 74075","1,119",35.00%,No,22.00%,78.00%,2.1,77.00%
Oklahoma,Noble,Noble High School,#15,#1993,18.5,40.0%,25.00%,2.8,72.00%,28.00%,3,80.0%,20.0%,16:1,4601 EAST ETOWAH RD,"NOBLE, OK 73068",790,63.00%,Yes,40.0%,29.00%,2,25.00%
Oklahoma,Adair,Adair High School,,,N/A,,,3.5,90.0%,10.0%,3.1,81.00%,19.00%,14:1,101 HARLEY HUGHES AVE,"ADAIR, OK 74330",266,42.00%,No,,,,
Oklahoma,Afton,Afton High School,,,N/A,,,3,73.00%,27.00%,2.7,66.00%,34.00%,13:1,410 SOUTH MAIN,"AFTON, OK 74331",135,70.0%,Yes,,,,
Oklahoma,Amber-Pocasset,Amber-Pocasset High School,,,N/A,,,N/A,N/A,N/A,3.1,80.0%,20.0%,12:1,401 EAST MAIN,"AMBER, OK 73004",115,43.00%,No,,,,
Oklahoma,Antlers,Antlers High School,,,N/A,,,3.2,81.00%,19.00%,3.1,78.00%,22.00%,15:1,805 BEARCAT DR,"ANTLERS, OK 74523",292,66.00%,No,,,,
Oklahoma,Boone-Apache,Apache High School,,,13.7,35.00%,21.00%,2.6,61.00%,39.00%,3.1,89.00%,11.00%,9:1,101 POHLEMANN DR,"APACHE, OK 73006",144,74.00%,Yes,35.00%,18.00%,1.3,21.00%
Oklahoma,Berryhill,Berryhill High School,,,N/A,,,3.2,82.00%,18.00%,3.4,92.00%,8.00%,18:1,2901 SOUTH 65TH WEST AVE,"TULSA, OK 74107",406,27.00%,No,,,,
Oklahoma,Bethany,Bethany High School,,,10.7,14.00%,65.00%,3.2,85.00%,15.00%,3.1,88.00%,12.00%,18:1,4500 NORTH MUELLER,"BETHANY, OK 73008",497,31.00%,No,14.00%,67.00%,1.7,65.00%
Oklahoma,Blanchard,Blanchard High School,,,10.1,17.00%,48.00%,3.1,77.00%,23.00%,3.2,85.00%,15.00%,16:1,1440 NORTH COUNTY LINE AVE,"BLANCHARD, OK 73010",509,35.00%,No,17.00%,45.00%,1.4,48.00%
Oklahoma,Broken Bow,Broken Bow High School,,,6.5,13.00%,45.00%,3,77.00%,23.00%,2.9,72.00%,28.00%,13:1,1001 SOUTH PARK DR,"BROKEN BOW, OK 74728",571,74.00%,Yes,13.00%,35.00%,1.7,45.00%
Oklahoma,Byng,Byng High School,,,14.8,31.00%,28.00%,N/A,N/A,N/A,3.1,81.00%,19.00%,11:1,500 SOUTH NEW BETHEL BLVD,"ADA, OK 74820",297,52.00%,Yes,31.00%,30.0%,1.6,28.00%
Oklahoma,Carnegie,Carnegie High School,,,N/A,,,3.1,73.00%,27.00%,N/A,N/A,N/A,10:1,316 SOUTH CARNEGIE,"CARNEGIE, OK 73015",138,79.00%,No,,,,
Oklahoma,Central High,Central High High School,,,N/A,,,3,88.00%,12.00%,N/A,N/A,N/A,15:1,RT. 3 249,"MARLOW, OK 73055",136,46.00%,No,,,,
Oklahoma,Central,Central High School,,,N/A,,,N/A,N/A,N/A,3,82.00%,18.00%,13:1,108089 SOUTH 4670 RD,"SALLISAW, OK 74955",181,70.0%,No,,,,
Oklahoma,Chisholm,Chisholm High School,,,N/A,,,3.3,88.00%,12.00%,3.4,87.00%,13.00%,13:1,4018 WEST CARRIER RD,"ENID, OK 73703",251,28.00%,No,,,,
Oklahoma,Claremore,Claremore High School,,,11.9,18.00%,64.00%,3,72.00%,28.00%,2.9,74.00%,26.00%,16:1,1910 NORTH FLORENCE,"CLAREMORE, OK 74017","1,256",56.00%,No,18.00%,55.00%,2.1,64.00%
Oklahoma,Cleveland,Cleveland High School,,,N/A,,,3,81.00%,19.00%,2.9,75.00%,25.00%,15:1,323 NORTH GILBERT,"CLEVELAND, OK 74020",510,72.00%,Yes,,,,
Oklahoma,Coalgate,Coalgate High School,,,N/A,,,3,77.00%,23.00%,2.9,73.00%,27.00%,12:1,2 WEST CEDER,"COALGATE, OK 74538",252,66.00%,No,,,,
Oklahoma,Collinsville,Collinsville High School,,,4.7,8.00%,44.00%,3.2,80.0%,20.0%,3,82.00%,18.00%,17:1,2400 WEST BROADWAY,"COLLINSVILLE, OK 74021",715,34.00%,No,8.00%,43.00%,1.3,44.00%
Oklahoma,Cordell,Cordell High School,,,N/A,,,N/A,N/A,N/A,3.1,85.00%,15.00%,8:1,606 EAST THIRD ST,"CORDELL, OK 73632",125,43.00%,No,,,,
Oklahoma,Elgin,Elgin High School,,,6,16.00%,29.00%,3.2,83.00%,17.00%,3.1,81.00%,19.00%,16:1,520 K ST,"ELGIN, OK 73538",567,33.00%,No,16.00%,18.00%,1.5,29.00%
Oklahoma,Eufaula,Eufaula High School,,,7.5,23.00%,7.00%,2.9,70.0%,30.0%,3,80.0%,20.0%,14:1,1 BELL ANDERSON DR,"EUFAULA, OK 74432",377,67.00%,Yes,23.00%,11.00%,1.6,7.00%
Oklahoma,Fairview,Fairview High School,,,N/A,,,3,84.00%,16.00%,3.3,93.00%,7.00%,11:1,316 NORTH 8TH ST,"FAIRVIEW, OK 73737",164,43.00%,No,,,,
Oklahoma,Hartshorne,Hartshorne High School,,,N/A,,,2.8,61.00%,39.00%,2.9,67.00%,33.00%,11:1,520 SOUTH FIFTH ST,"HARTSHORNE, OK 74547",184,71.00%,Yes,,,,
Oklahoma,Haworth,Haworth High School,,,N/A,,,N/A,N/A,N/A,2.8,67.00%,33.00%,13:1,HC 73 1,"HAWORTH, OK 74740",137,75.00%,Yes,,,,
Oklahoma,Hennessey,Hennessey High School,,,N/A,,,2.9,81.00%,19.00%,3,87.00%,13.00%,12:1,707 EAST OKLAHOMA,"HENNESSEY, OK 73742",227,68.00%,No,,,,
Oklahoma,Hobart,Hobart High School,,,N/A,,,2.8,64.00%,36.00%,3.1,82.00%,18.00%,13:1,400 NORTH JEFFERSON,"HOBART, OK 73651",229,51.00%,No,,,,
Oklahoma,Hominy,Hominy High School,,,N/A,,,3.1,82.00%,18.00%,2.9,80.0%,20.0%,12:1,HWY 99 NORTH COTTON GIN RD,"HOMINY, OK 74035",171,63.00%,Yes,,,,
Oklahoma,Kansas,Kansas High School,,,N/A,,,2.9,70.0%,30.0%,3,76.00%,24.00%,16:1,700 NORTH WOODS,"KANSAS, OK 74347",330,69.00%,No,,,,
Oklahoma,Keys,Keys High School,,,8.4,20.0%,28.00%,3,75.00%,25.00%,2.9,71.00%,29.00%,16:1,26622 SOUTH 520 RD,"PARK HILL, OK 74451",361,67.00%,Yes,20.0%,24.00%,2.1,28.00%
Oklahoma,Kingfisher,Kingfisher High School,,,13.9,26.00%,43.00%,3,76.00%,24.00%,3.1,78.00%,22.00%,14:1,1500 SOUTH 13TH,"KINGFISHER, OK 73750",346,49.00%,Yes,26.00%,38.00%,1.7,43.00%
Oklahoma,Kingston,Kingston High School,,,7.7,17.00%,22.00%,2.8,69.00%,31.00%,2.7,69.00%,31.00%,13:1,400 EAST 3RD ST,"KINGSTON, OK 73439",297,81.00%,Yes,17.00%,27.00%,1.6,22.00%
Oklahoma,Lone Grove,Lone Grove High School,,,N/A,,,3.4,86.00%,14.00%,3.1,83.00%,17.00%,13:1,6286 NORTH MERIDIAN,"LONE GROVE, OK 73443",397,44.00%,No,,,,
Oklahoma,Mannford,Mannford High School,,,N/A,,,3.1,69.00%,31.00%,3,76.00%,24.00%,14:1,136 EVANS AVE,"MANNFORD, OK 74044",502,50.0%,No,,,,
Oklahoma,Minco,Minco High School,,,N/A,,,3,72.00%,28.00%,3.1,85.00%,15.00%,14:1,311 SW 6TH ST,"MINCO, OK 73059",161,43.00%,No,,,,
Oklahoma,Moore,Moore High School,,,10.5,15.00%,54.00%,3.1,82.00%,18.00%,3.1,84.00%,16.00%,18:1,300 NORTH EASTERN,"MOORE, OK 73160","2,187",40.0%,No,15.00%,57.00%,3.1,54.00%
Oklahoma,Oklahoma City Public Schools,Northwest Classen High School,,,6.3,14.00%,18.00%,2.7,59.00%,41.00%,2.5,53.00%,47.00%,14:1,2801 NW 27TH ST,"OKLAHOMA CITY, OK 73107",982,92.00%,Yes,14.00%,25.00%,1.6,18.00%
Oklahoma,Oktaha,Oktaha High School,,,N/A,,,3.1,75.00%,25.00%,2.8,66.00%,34.00%,14:1,531 EAST PRAIRIE ST,"OKTAHA, OK 74450",231,55.00%,No,,,,
Oklahoma,Panama,Panama High School,,,N/A,,,3.1,75.00%,25.00%,2.9,71.00%,29.00%,13:1,401 HIGH SCHOOL DR,"PANAMA, OK 74951",196,73.00%,No,,,,
Oklahoma,Plainview,Plainview High School,,,15.2,17.00%,80.0%,3.6,87.00%,13.00%,3.3,91.00%,9.00%,17:1,1140 SOUTH PLAINVIEW RD,"ARDMORE, OK 73401",375,29.00%,No,17.00%,86.00%,2.5,80.0%
Oklahoma,Preston,Preston High School,,,N/A,,,3,74.00%,26.00%,N/A,N/A,N/A,16:1,10165 PRINGEY AVE,"PRESTON, OK 74456",152,51.00%,No,,,,
Oklahoma,Purcell,Purcell High School,,,N/A,,,3.2,81.00%,19.00%,3.1,81.00%,19.00%,17:1,2020 NORTH GREEN AVE,"PURCELL, OK 73080",408,44.00%,No,,,,
Oklahoma,Quapaw,Quapaw High School,,,N/A,,,2.8,72.00%,28.00%,3,74.00%,26.00%,13:1,305 WEST 1ST ST,"QUAPAW, OK 74363",183,57.00%,Yes,,,,
Oklahoma,Quinton,Quinton High School,,,N/A,,,3,63.00%,37.00%,N/A,N/A,N/A,13:1,210 NORTH J,"QUINTON, OK 74561",177,80.0%,No,,,,
Oklahoma,Ripley,Ripley High School,,,N/A,,,3.2,76.00%,24.00%,3.2,90.0%,10.0%,16:1,403 EAST COOK,"RIPLEY, OK 74062",153,73.00%,No,,,,
Oklahoma,Shawnee,Shawnee High School,,,5.6,7.00%,61.00%,2.9,72.00%,28.00%,3,77.00%,23.00%,18:1,1001 NORTH KENNEDY,"SHAWNEE, OK 74801","1,260",55.00%,Yes,7.00%,76.00%,2.4,61.00%
Oklahoma,Snyder,Snyder High School,,,N/A,,,2.8,62.00%,38.00%,N/A,N/A,N/A,13:1,515 9TH ST,"SNYDER, OK 73566",155,75.00%,No,,,,
Oklahoma,Oklahoma City Public Schools,Southeast High School,,,10.4,30.0%,11.00%,2.8,70.0%,30.0%,3,83.00%,17.00%,17:1,5401 SOUTH SHIELDS BLVD,"OKLAHOMA CITY, OK 73129",698,91.00%,Yes,30.0%,13.00%,1.6,11.00%
Oklahoma,Moore,Southmoore High School,,,15.6,22.00%,52.00%,3.1,78.00%,22.00%,3.1,83.00%,17.00%,17:1,2901 SOUTH SANTA FE,"MOORE, OK 73160","2,002",41.00%,No,22.00%,59.00%,3.2,52.00%
Oklahoma,Sperry,Sperry High School,,,9.9,15.00%,50.0%,2.9,72.00%,28.00%,2.9,69.00%,31.00%,16:1,400 WEST MAIN,"SPERRY, OK 74073",341,67.00%,No,15.00%,55.00%,1.8,50.0%
Oklahoma,Sulphur,Sulphur High School,,,8.1,13.00%,50.0%,2.9,62.00%,38.00%,2.9,75.00%,25.00%,15:1,700 WEST BROADWAY,"SULPHUR, OK 73086",366,57.00%,Yes,13.00%,50.0%,1,50.0%
Oklahoma,Tahlequah,Tahlequah High School,,,11.1,18.00%,40.0%,2.7,63.00%,37.00%,3,77.00%,23.00%,17:1,591 PENDLETON,"TAHLEQUAH, OK 74464","1,206",66.00%,Yes,18.00%,47.00%,1.9,40.0%
Oklahoma,Tecumseh,Tecumseh High School,,,5.2,7.00%,75.00%,2.9,72.00%,28.00%,3,76.00%,24.00%,14:1,901 NORTH 13TH ST,"TECUMSEH, OK 74873",588,52.00%,No,7.00%,70.0%,1.6,75.00%
Oklahoma,Tishomingo,Tishomingo High School,,,N/A,,,3,72.00%,28.00%,2.8,67.00%,33.00%,14:1,1300 EAST MAIN ST,"TISHOMINGO, OK 73460",298,58.00%,Yes,,,,
Oklahoma,Tonkawa,Tonkawa High School,,,N/A,,,3.2,85.00%,15.00%,3.2,85.00%,15.00%,15:1,500 EAST NORTH AVE,"TONKAWA, OK 74653",212,46.00%,No,,,,
Oklahoma,Tushka,Tushka High School,,,N/A,,,2.9,68.00%,32.00%,3,72.00%,28.00%,16:1,204 SOUTH PECAN,"ATOKA, OK 74525",183,98.00%,Yes,,,,
Oklahoma,Vian,Vian High School,,,N/A,,,3.2,80.0%,20.0%,3,70.0%,30.0%,12:1,100 VICTORY LN,"VIAN, OK 74962",272,78.00%,No,,,,
Oklahoma,Vinita,Vinita High School,,,6.4,11.00%,52.00%,2.9,71.00%,29.00%,2.9,75.00%,25.00%,16:1,801 NORTH ADAIR,"VINITA, OK 74301",545,64.00%,No,11.00%,43.00%,1.6,52.00%
Oklahoma,Watonga,Watonga High School,,,N/A,,,2.8,73.00%,27.00%,2.9,71.00%,29.00%,13:1,1200 NORTH BURFORD,"WATONGA, OK 73772",183,67.00%,Yes,,,,
Oklahoma,Weatherford,Weatherford High School,,,16.4,23.00%,43.00%,3,84.00%,16.00%,3.1,83.00%,17.00%,15:1,1500 NORTH WASHINGTON,"WEATHERFORD, OK 73096",500,40.0%,No,23.00%,61.00%,2,43.00%
Oklahoma,Weleetka,Weleetka High School,,,N/A,,,N/A,N/A,N/A,2.7,56.00%,44.00%,7:1,302 EAST SIXTH ST,"WELEETKA, OK 74880",89,89.00%,No,,,,
Oklahoma,Westville,Westville High School,,,N/A,,,3,73.00%,27.00%,2.9,76.00%,24.00%,14:1,500 WEST CHINCAPIN,"WESTVILLE, OK 74965",357,71.00%,Yes,,,,
Oklahoma,Wright City,Wright City High School,,,N/A,,,3.1,83.00%,17.00%,N/A,N/A,N/A,11:1,601 SCHOOL ST,"WRIGHT CITY, OK 74766",132,58.00%,Yes,,,,
Oklahoma,Yukon,Yukon High School,,,16.7,28.00%,35.00%,3,75.00%,25.00%,3.2,88.00%,12.00%,19:1,1777 SOUTH YUKON PARKWAY,"YUKON, OK 73099","2,195",31.00%,No,28.00%,46.00%,3.3,35.00%
Oklahoma,Achille,Achille High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,14:1,101 NORTH 5TH AVE,"ACHILLE, OK 74720",105,76.00%,Yes,,,,
Oklahoma,Ada,Ada High School,,Unranked,6.5,7.00%,82.00%,2,18.00%,82.00%,3,73.00%,27.00%,12:1,1400 STADIUM DR,"ADA, OK 74820",518,46.00%,No,7.00%,91.00%,1.5,82.00%
Oklahoma,Agra,Agra High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,11:1,516 LINCOLN ST,"AGRA, OK 74824",100,74.00%,No,,,,
Oklahoma,Alex,Alex High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,10:1,209 SOUTH 2ND ST,"ALEX, OK 73002",91,74.00%,No,,,,
Oklahoma,Allen,Allen High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,12:1,110 NORTH RICHMOND,"ALLEN, OK 74825",125,74.00%,No,,,,
Oklahoma,Altus,Altus High School,,Unranked,3.5,8.00%,23.00%,2.8,71.00%,29.00%,2.9,74.00%,26.00%,16:1,400 NORTH PARK AVE,"ALTUS, OK 73521","1,016",47.00%,Yes,8.00%,28.00%,2.2,23.00%
Oklahoma,Alva,Alva High School,,Unranked,N/A,,,3,85.00%,15.00%,3.1,92.00%,8.00%,11:1,501 14TH ST,"ALVA, OK 73717",236,33.00%,No,,,,
Oklahoma,Anadarko,Anadarko High School,,Unranked,6.8,20.0%,11.00%,2.1,36.00%,64.00%,2.5,50.0%,50.0%,14:1,1400 WARRIOR DR,"ANADARKO, OK 73005",542,72.00%,Yes,20.0%,12.00%,1.1,11.00%
Oklahoma,Arapaho-Butler,Arapaho-Butler High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,9:1,214 NORTH 12TH ST,"ARAPAHO, OK 73620",87,56.00%,No,,,,
Oklahoma,Ardmore,Ardmore High School,,Unranked,17.6,40.0%,21.00%,2.4,47.00%,53.00%,2.8,66.00%,34.00%,18:1,701 VETERANS BLVD,"ARDMORE, OK 73401",779,75.00%,Yes,40.0%,25.00%,2.3,21.00%
Oklahoma,Arkoma,Arkoma High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,12:1,120 BLOCKER. ST,"ARKOMA, OK 74901",94,80.0%,No,,,,
Oklahoma,Asher,Asher High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,11:1,201 SOUTH DIVISION,"ASHER, OK 74826",70,71.00%,No,,,,
Oklahoma,Oklahoma City Public Schools,Astec Charter Hs,,Unranked,N/A,,,2.4,50.0%,50.0%,2.7,60.0%,40.0%,21:1,2401 NW 23RD ST 3,"OKLAHOMA CITY, OK 73107",385,74.00%,Yes,,,,
Oklahoma,Atoka,Atoka High School,,Unranked,N/A,,,2.5,52.00%,48.00%,2.7,57.00%,43.00%,11:1,800 GREATHOUSE DR,"ATOKA, OK 74525",283,74.00%,No,,,,
Oklahoma,Barnsdall,Barnsdall High School,,Unranked,13.9,56.00%,0%,N/A,N/A,N/A,3,73.00%,27.00%,11:1,200 SOUTH 8TH ST,"BARNSDALL, OK 74002",111,40.0%,No,56.00%,0%,1.3,0%
Oklahoma,Bartlesville,Bartlesville High School,,Unranked,22.2,29.00%,53.00%,N/A,N/A,N/A,2.4,52.00%,48.00%,19:1,1700 HILLCREST DR,"BARTLESVILLE, OK 74003",840,39.00%,No,29.00%,68.00%,2.5,53.00%
Oklahoma,Battiest,Battiest High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,8:1,100 MAIN ST,"BATTIEST, OK 74722",60,80.0%,Yes,,,,
Oklahoma,Beaver,Beaver High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,10:1,807 AVE G,"BEAVER, OK 73932",103,37.00%,No,,,,
Oklahoma,Beggs,Beggs High School,,Unranked,8.3,18.00%,33.00%,2.3,38.00%,62.00%,2.8,67.00%,33.00%,14:1,1111 WEST 9TH,"BEGGS, OK 74421",348,64.00%,Yes,18.00%,28.00%,1.2,33.00%
Oklahoma,Bennington,Bennington High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,11:1,729 NORTH PERRY,"BENNINGTON, OK 73401",80,63.00%,No,,,,
Oklahoma,Bethel,Bethel High School,,Unranked,19,26.00%,51.00%,3.2,87.00%,13.00%,2.9,73.00%,27.00%,16:1,36000 CLEAR POND RD,"SHAWNEE, OK 74801",383,35.00%,No,26.00%,64.00%,1.7,51.00%
Oklahoma,Big Pasture,Big Pasture High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,9:1,1502 NORTH 10TH,"RANDLETT, OK 73562",69,57.00%,Yes,,,,
Oklahoma,Binger-Oney,Binger-Oney High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,10:1,300 APACHE,"BINGER, OK 73009",95,75.00%,No,,,,
Oklahoma,Bixby,Bixby High School,,Unranked,22.4,33.00%,42.00%,3,77.00%,23.00%,3.2,89.00%,11.00%,17:1,601 SOUTH RIVERVIEW DR,"BIXBY, OK 74008","1,343",22.00%,No,33.00%,57.00%,2.9,42.00%
Oklahoma,Blackwell,Blackwell High School,,Unranked,N/A,,,2.6,55.00%,45.00%,2.9,76.00%,24.00%,16:1,303 EAST COOLIDGE,"BLACKWELL, OK 74631",392,57.00%,No,,,,
Oklahoma,Blair,Blair High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,14:1,610 ZINN ST,"BLAIR, OK 73526",94,47.00%,No,,,,
Oklahoma,Sentinel,Blanche Thomas High School,,Unranked,N/A,,,N/A,N/A,N/A,N/A,N/A,N/A,9:1,708 EAST WASHINGTON ST,"SENTINEL, OK 73664",80,58.00%,No,,,,
